cik,primarysymbol,companyname,industry,sector,siccode,websiteurl,lastannualtotalassets,lastannualrevenue,lastannualnetincome,lastannualeps,totalsharesoutstandingdate
1378453,TA,TRAVELCENTERS OF AMERICA LLC,Oil & Gas Refining and Marketing,Energy,5500,www.tatravelcenters.com,1659841000,5511405000,-2018000,-0.05,5/8/2017 0:00
1067701,URI,UNITED RENTALS INC /DE,Business Support Services,Industrials,7359,http://www.ur.com/,11988000000,5762000000,566000000,3.64,4/17/2017 0:00
109177,HRG,"HRG GROUP, INC.","Appliances, Tools & Housewares",Consumer Cyclicals,3690,www.harbingergroupinc.com,35792800000,5215400000,-198800000,-0.99,5/2/2017 0:00
74260,ORI,OLD REPUBLIC INTERNATIONAL CORP,Property & Casualty Insurance,Financials,6351,http://www.oldrepnatl.com,18590900000,5900200000,466900000,1.62,3/31/2017 0:00
1282266,WIN,"WINDSTREAM HOLDINGS, INC.",Integrated Telecommunications Services,Telecommunication Services,4813,www.valortelecom.com,11770000000,5387000000,-383500000,-4.11,5/4/2017 0:00
1351541,DK,"DELEK US HOLDINGS, INC.",Oil & Gas Refining and Marketing,Energy,2911,www.delekus.com,2985100000,4197900000,-153700000,-2.49,5/4/2017 0:00
75677,PKG,PACKAGING CORP OF AMERICA,Paper Packaging,Basic Materials,2650,www.packagingcorp.com,5777000000,5779000000,449600000,4.75,4/28/2017 0:00
1478242,Q,"QUINTILES IMS HOLDINGS, INC.",Biotechnology & Medical Research,Healthcare,8731,www.quintiles.com,21208000000,6878000000,115000000,0.76,5/3/2017 0:00
1359841,HBI,HANESBRANDS INC.,Apparel & Accessories,Consumer Cyclicals,5600,,6907734000,6028199000,539382000,1.41,4/28/2017 0:00
1398987,RLGY,REALOGY HOLDINGS CORP.,Real Estate Services,Financials,6531,www.realogy.com,7421000000,5810000000,213000000,1.46,2/21/2017 0:00
63276,MAT,MATTEL INC /DE/,Toys & Juvenile Products,Consumer Cyclicals,3942,http://www.mattel.com/,6493794000,5456650000,318022000,0.92,4/14/2017 0:00
68505,MSI,"MOTOROLA SOLUTIONS, INC.",Communications & Networking,Technology,3663,www.motorola.com,8463000000,6038000000,560000000,3.24,4/1/2017 0:00
91419,SJM,J M SMUCKER CO,Food Processing,Consumer Non-Cyclicals,2033,http://www.smucker.com/,15984100000,7811200000,688700000,5.76,2/20/2017 0:00
1281761,RF,REGIONS FINANCIAL CORP,Banks,Financials,6021,www.regions.com,1.25968E+11,0,1163000000,0.87,5/3/2017 0:00
1306830,CE,CELANESE CORP,Commodity Chemicals,Basic Materials,2820,www.celanese.com,8357000000,5389000000,900000000,6.18,4/11/2017 0:00
21076,CLX,CLOROX CO /DE/,Household Products,Consumer Non-Cyclicals,2842,http://www.thecloroxcompany.com/,4518000000,5761000000,648000000,4.92,4/19/2017 0:00
1046257,INGR,INGREDION INC,Food Processing,Consumer Non-Cyclicals,2040,http://www.cornproducts.com,5782000000,5704000000,485000000,6.55,5/3/2017 0:00
1351051,GEN,"GENESIS HEALTHCARE, INC.",Healthcare Facilities & Services,Healthcare,8051,www.skilledhealthcaregroup.com,5779201000,5732430000,-64013000,-0.82,3/3/2017 0:00
1064728,BTU,PEABODY ENERGY CORP,Coal,Energy,1221,http://www.peabodyenergy.com,11777700000,4715300000,-739800000,-37.3,5/5/2017 0:00
766421,ALK,"ALASKA AIR GROUP, INC.",Airlines,Industrials,4512,www.alaskaair.com,9962000000,5931000000,814000000,6.54,4/28/2017 0:00
88121,SEB,SEABOARD CORP /DE/,Food Processing,Consumer Non-Cyclicals,6221,http://www.seaboardcorp.com/,4755000000,5379000000,312000000,266.5,4/28/2017 0:00
20520,FTR,FRONTIER COMMUNICATIONS CORP,Integrated Telecommunications Services,Telecommunication Services,4813,www.czn.net,29013000000,8896000000,-373000000,-0.51,5/1/2017 0:00
820313,APH,AMPHENOL CORP /DE/,Electronic Equipment & Parts,Technology,3678,www.amphenol.com,8498700000,6286400000,822900000,2.61,4/28/2017 0:00
1361658,WYN,WYNDHAM WORLDWIDE CORP,"Hotels, Motels & Cruise Lines",Consumer Cyclicals,7011,,9819000000,5599000000,611000000,5.53,3/31/2017 0:00
55135,KELYA,KELLY SERVICES INC,Employment Services,Industrials,7363,http://www.kellyservices.com,2028100000,5276800000,120800000,3.08,5/1/2017 0:00
1365135,WU,WESTERN UNION CO,Business Support Services,Industrials,7389,www.westernunion.com,9419600000,5422900000,253200000,0.51,4/28/2017 0:00
1111335,VC,VISTEON CORP,"Auto, Truck & Motorcycle Parts",Consumer Cyclicals,3714,www.visteon.com,2373000000,3161000000,75000000,2.12,4/20/2017 0:00
354190,AJG,GALLAGHER ARTHUR J & CO,Multiline Insurance & Brokers,Financials,6411,http://www.ajg.com,11489600000,5594800000,414400000,2.32,3/31/2017 0:00
1070750,HST,"HOST HOTELS & RESORTS, INC.",Specialized REITs,Financials,6798,www.hostmarriott.com,11408000000,5430000000,762000000,1.02,4/28/2017 0:00
1674862,ASH,ASHLAND GLOBAL HOLDINGS INC,Diversified Chemicals,Basic Materials,5160,,9697000000,4948000000,-29000000,-0.46,3/31/2017 0:00
932696,NSIT,INSIGHT ENTERPRISES INC,IT Services & Consulting,Technology,5961,http://www.insight.com,2219300000,5485515000,84690000,2.32,4/28/2017 0:00
1096343,MKL,MARKEL CORP,Property & Casualty Insurance,Financials,6331,www.markelcorp.com,25875299000,5612026000,455689000,31.27,4/19/2017 0:00
355999,ESND,ESSENDANT INC,Business Support Supplies,Industrials,5110,http://www.unitedstationers.com,2163506000,5369022000,63852000,1.73,4/21/2017 0:00
1370946,OC,OWENS CORNING,Construction Supplies & Fixtures,Consumer Cyclicals,3290,www.owenscorning.com,7741000000,5677000000,393000000,3.41,4/17/2017 0:00
64040,SPGI,S&P GLOBAL INC.,Professional Information Services,Industrials,7320,http://www.mcgraw-hill.com,8669000000,5661000000,2106000000,7.94,4/21/2017 0:00
720005,RJF,RAYMOND JAMES FINANCIAL INC,Investment Banking & Brokerage Services,Financials,6211,http://www.rjf.com,31593733000,0,529350000,3.65,5/8/2017 0:00
1111711,NI,NISOURCE INC/DE,Multiline Utilities,Utilities,4931,www.nisource.com,18691900000,4492500000,331500000,1.02,4/24/2017 0:00
771497,ABM,ABM INDUSTRIES INC /DE/,Business Support Services,Industrials,7340,http://www.abm.com,2281200000,5144700000,57200000,1,3/1/2017 0:00
759944,CFG,CITIZENS FINANCIAL GROUP INC/RI,Banks,Financials,6022,www.citizensbank.com,1.4952E+11,0,1045000000,1.97,5/1/2017 0:00
1443646,BAH,BOOZ ALLEN HAMILTON HOLDING CORP,IT Services & Consulting,Technology,8742,www.boozallen.com,3373105000,5804284000,252490000,1.67,5/18/2017 0:00
64040,SPGI,S&P GLOBAL INC.,Professional Information Services,Industrials,7320,http://www.mcgraw-hill.com,8669000000,5661000000,2106000000,7.94,4/21/2017 0:00
1381531,UFS,DOMTAR CORP,Paper Products,Basic Materials,2621,,5680000000,5098000000,128000000,2.04,4/28/2017 0:00
1137411,COL,ROCKWELL COLLINS INC,Aerospace & Defense,Industrials,3728,http://www.rockwellcollins.com/,7707000000,5259000000,728000000,5.51,4/17/2017 0:00
707549,LRCX,LAM RESEARCH CORP,Semiconductor Equipment & Testing,Technology,3559,www.lamrc.com,12271528000,5885893000,914049000,5.22,4/20/2017 0:00
798354,FISV,FISERV INC,Business Support Services,Industrials,7374,http://www.fiserv.com,9743000000,5505000000,930000000,4.2,4/21/2017 0:00
1373835,SE,SPECTRA ENERGY CORP.,Oil & Gas Transportation Services,Energy,4923,,36842000000,4916000000,693000000,1,1/31/2017 0:00
1593538,NAVI,NAVIENT CORP,Consumer Lending,Financials,6211,,1.21136E+11,0,681000000,2.12,3/31/2017 0:00
768835,BIG,BIG LOTS INC,Discount Stores,Consumer Cyclicals,5331,http://www.biglots.com,1607707000,5200439000,152828000,3.32,3/24/2017 0:00
1051512,TDS,TELEPHONE & DATA SYSTEMS INC /DE/,Wireless Telecommunications Services,Telecommunication Services,4813,http://www.teldta.com,9446000000,5104000000,43000000,0.39,3/31/2017 0:00
1472787,FAF,FIRST AMERICAN FINANCIAL CORP,Property & Casualty Insurance,Financials,6361,,8831777000,5575846000,342993000,3.09,4/21/2017 0:00
906163,NVR,NVR INC,Homebuilding,Consumer Cyclicals,1531,http://www.nvrinc.com/,2643943000,5825364000,425262000,103.61,4/25/2017 0:00
20286,CINF,CINCINNATI FINANCIAL CORP,Property & Casualty Insurance,Financials,6331,http://www.cinfin.com/,20386000000,5449000000,591000000,3.55,4/21/2017 0:00
1579298,BURL,"BURLINGTON STORES, INC.",Discount Stores,Consumer Cyclicals,5311,www.burlingtoncoatfactory.com,2574483000,5590950000,215873000,3.01,2/25/2017 0:00
